seed,mcs,species,volume,ncells,mel_site,mel_parcel
48,380,3,705,6,5.149444,5.144852
48,380,4,698,6,0.984579,0.980203
48,380,5,699,6,2.095282,2.092230
48,380,6,698,6,0.687251,0.687265
48,380,7,700,6,1.300616,1.290270
56,280,1,697,6,1.665487,1.664159
56,280,2,699,6,0.920455,0.920743
56,280,3,704,6,3.543545,3.539406
56,280,4,698,6,0.614885,0.613381
56,280,5,698,6,1.611744,1.608430
56,280,6,694,6,0.613758,0.609880
56,280,7,700,6,1.051840,1.050306
59,220,1,703,6,1.845182,1.844972
59,220,2,697,6,0.465270,0.459704
59,220,3,702,6,2.108795,2.105931
59,220,4,699,6,0.378709,0.376354
59,220,5,700,6,1.491386,1.491271
59,220,6,705,6,0.539248,0.539670
59,220,7,698,6,0.790921,0.790295
52,280,1,697,6,2.049229,2.045905
52,280,2,698,6,0.457255,0.456247
52,280,3,703,6,2.878019,2.872621
52,280,4,697,6,0.720527,0.720479
52,280,5,694,6,1.561437,1.556009
52,280,6,698,6,0.372913,0.371690
52,280,7,699,6,0.776778,0.776312
54,340,1,707,6,3.303339,3.300077
54,340,2,698,6,1.000666,0.996102
54,340,3,702,6,3.194286,3.187242
54,340,4,695,6,0.314465,0.312603
54,340,5,704,6,2.870674,2.872183
54,340,6,696,6,0.753605,0.750141
54,340,7,701,6,1.291517,1.287456
55,200,1,700,6,1.720442,1.719708
55,200,2,699,6,0.380859,0.380408
55,200,3,700,6,1.820863,1.821222
55,200,4,697,6,0.216809,0.216881
55,200,5,699,6,1.136094,1.136819
55,200,6,697,6,0.388035,0.388407
55,200,7,699,6,0.470818,0.471203
60,200,1,702,6,2.129352,2.123241
60,200,2,700,6,0.681813,0.679341
60,200,3,701,6,2.128301,2.121722
60,200,4,696,6,0.370147,0.367459
60,200,5,700,6,1.690555,1.683878
60,200,6,696,6,0.411554,0.410225
60,200,7,697,6,0.519202,0.518338
48,400,1,700,6,3.044838,3.037503
48,400,2,699,6,1.579280,1.576582
48,400,3,703,6,5.296780,5.290829
48,400,4,696,6,1.025957,1.022240
48,400,5,698,6,2.161325,2.158153
48,400,6,697,6,0.728941,0.729322
48,400,7,700,6,1.341668,1.333798
57,200,1,699,6,1.437295,1.436954
57,200,2,703,6,0.384643,0.383762
57,200,3,698,6,1.896101,1.895275
57,200,4,698,6,0.510097,0.508465
57,200,5,700,6,1.446937,1.446874
57,200,6,700,6,0.328161,0.328122
57,200,7,698,6,0.238289,0.237930
56,300,1,697,6,1.709547,1.708157
56,300,2,700,6,0.981456,0.981771
56,300,3,706,6,3.644409,3.641091
56,300,4,700,6,0.647922,0.645949
56,300,5,700,6,1.673610,1.672534
56,300,6,694,6,0.650127,0.646576
56,300,7,702,6,1.091616,1.088087
59,240,1,702,6,1.912421,1.912341
59,240,2,698,6,0.497510,0.491831
59,240,3,700,6,2.181889,2.179924
59,240,4,698,6,0.417199,0.416449
59,240,5,699,6,1.581457,1.580246
59,240,6,702,6,0.594155,0.594412
59,240,7,699,6,0.849181,0.848320
53,200,1,701,6,1.969765,1.967560
53,200,2,703,6,0.811480,0.811012
53,200,3,701,6,2.229466,2.226927
53,200,4,696,6,0.425958,0.422103
53,200,5,697,6,1.183979,1.184295
53,200,6,698,6,0.324454,0.324046
53,200,7,696,6,0.502230,0.500435
58,120,1,703,6,1.504965,1.500907
58,120,2,699,6,0.362032,0.361903
58,120,3,698,6,1.717761,1.717445
58,120,4,703,6,0.245621,0.244811
58,120,5,699,6,1.096936,1.094849
58,120,6,690,6,0.258654,0.258280
58,120,7,697,6,0.129517,0.129081
52,300,1,696,6,2.116168,2.112667
52,300,2,699,6,0.504380,0.503716
52,300,3,702,6,2.997059,2.995019
52,300,4,697,6,0.780056,0.779889
52,300,5,696,6,1.615480,1.609839
52,300,6,696,6,0.415866,0.414879
52,300,7,701,6,0.833849,0.833649
54,360,1,704,6,3.441697,3.437896
54,360,2,701,6,1.119019,1.110278
54,360,3,702,6,3.342799,3.335404
54,360,4,698,6,0.331291,0.330674
54,360,5,706,6,2.971443,2.970402
54,360,6,694,6,0.809662,0.806391
54,360,7,704,6,1.378569,1.373573
60,220,1,701,6,2.244028,2.237628
60,220,2,701,6,0.762613,0.757885
60,220,3,700,6,2.241514,2.236799
60,220,4,695,6,0.401615,0.398942
60,220,5,700,6,1.787380,1.780216
60,220,6,694,6,0.446586,0.446059
60,220,7,697,6,0.574087,0.573117
56,320,1,697,6,1.768231,1.766476
56,320,2,700,6,1.050979,1.051096
56,320,3,704,6,3.744693,3.745387
56,320,4,702,6,0.693101,0.690977
56,320,5,700,6,1.723778,1.721366
56,320,6,694,6,0.688439,0.684611
56,320,7,701,6,1.158549,1.156624
59,260,1,704,6,1.982429,1.982243
59,260,2,696,6,0.528692,0.524460
59,260,3,699,6,2.245523,2.243971
59,260,4,700,6,0.457345,0.454958
59,260,5,700,6,1.656809,1.653311
59,260,6,707,6,0.645510,0.645774
59,260,7,700,6,0.919183,0.918605
53,220,1,700,6,2.069913,2.067156
53,220,2,703,6,0.882976,0.882534
53,220,3,701,6,2.342224,2.341227
53,220,4,696,6,0.462107,0.459177
53,220,5,696,6,1.237414,1.237414
53,220,6,698,6,0.360042,0.360458
53,220,7,695,6,0.543907,0.543285
52,320,1,694,6,2.172789,2.170110
52,320,2,697,6,0.531190,0.531910
52,320,3,700,6,3.181989,3.182156
52,320,4,695,6,0.843257,0.842007
52,320,5,694,6,1.654255,1.649871
52,320,6,697,6,0.462457,0.461655
52,320,7,699,6,0.877966,0.877354
54,380,1,705,6,3.612109,3.609799
54,380,2,699,6,1.158429,1.151934
54,380,3,702,6,3.482698,3.474721
54,380,4,695,6,0.345271,0.344771
54,380,5,705,6,3.099294,3.098378
54,380,6,695,6,0.852448,0.847720
54,380,7,702,6,1.436750,1.431849
60,240,1,704,6,2.354471,2.349492
60,240,2,701,6,0.849037,0.844707
60,240,3,701,6,2.336182,2.334040
60,240,4,698,6,0.426838,0.423907
60,240,5,700,6,1.876449,1.871660
60,240,6,696,6,0.484845,0.483095
60,240,7,702,6,0.618162,0.617119
56,340,1,699,6,1.816135,1.814047
56,340,2,702,6,1.099416,1.099416
56,340,3,705,6,3.834824,3.832269
56,340,4,700,6,0.725183,0.723140
56,340,5,700,6,1.782716,1.780263
56,340,6,697,6,0.733326,0.727938
56,340,7,700,6,1.210366,1.208606
55,220,1,700,6,1.797976,1.797169
55,220,2,698,6,0.402515,0.402152
55,220,3,699,6,1.889054,1.888924
55,220,4,695,6,0.234881,0.235465
55,220,5,698,6,1.198318,1.198214
55,220,6,698,6,0.427656,0.428287
55,220,7,697,6,0.512961,0.512134
59,280,1,704,6,2.041421,2.041166
59,280,2,697,6,0.560327,0.554907
59,280,3,700,6,2.325131,2.323652
59,280,4,702,6,0.493152,0.491429
59,280,5,700,6,1.721266,1.717103
59,280,6,703,6,0.706552,0.706828
59,280,7,696,6,0.984238,0.983030
53,240,1,701,6,2.156408,2.154692
53,240,2,702,6,0.966549,0.966108
53,240,3,698,6,2.440980,2.438191
53,240,4,696,6,0.501499,0.495847
53,240,5,699,6,1.294216,1.293393
53,240,6,698,6,0.391945,0.392029
53,240,7,695,6,0.591059,0.589453
61,20,1,697,6,0.412132,0.412269
61,20,2,703,6,0.033985,0.034017
61,20,3,697,6,0.522980,0.523844
61,20,4,695,6,0.005647,0.005673
61,20,5,695,6,0.259120,0.258922
61,20,6,696,6,0.020340,0.020342
61,20,7,699,6,0.030963,0.030884
57,220,1,701,6,1.484513,1.484427
57,220,2,702,6,0.421976,0.421581
57,220,3,699,6,1.979375,1.978568
57,220,4,699,6,0.565350,0.563243
57,220,5,699,6,1.529697,1.528016
57,220,6,700,6,0.366255,0.365892
57,220,7,700,6,0.265327,0.263221
52,340,1,694,6,2.228916,2.223915
52,340,2,696,6,0.563909,0.562315
52,340,3,702,6,3.339311,3.335254
52,340,4,698,6,0.915862,0.915084
52,340,5,692,6,1.704128,1.701055
52,340,6,695,6,0.503399,0.503176
52,340,7,699,6,0.930726,0.931498
58,140,1,701,6,1.648915,1.647464
58,140,2,696,6,0.469510,0.468197
58,140,3,705,6,1.870628,1.868978
58,140,4,701,6,0.290797,0.289314
58,140,5,699,6,1.222831,1.221403
58,140,6,693,6,0.291489,0.291837
58,140,7,698,6,0.164473,0.163713
60,260,1,703,6,2.464795,2.456963
60,260,2,698,6,0.918039,0.913552
60,260,3,702,6,2.438183,2.432745
60,260,4,697,6,0.448763,0.446354
60,260,5,700,6,1.961493,1.953598
60,260,6,696,6,0.520827,0.518937
60,260,7,698,6,0.648490,0.648225
54,400,1,706,6,3.796029,3.792872
54,400,2,701,6,1.222334,1.213226
54,400,3,706,6,3.618478,3.611062
54,400,4,696,6,0.356925,0.356895
54,400,5,706,6,3.167090,3.167257
54,400,6,693,6,0.885431,0.878686
54,400,7,700,6,1.494025,1.490775
56,360,1,696,6,1.859990,1.857619
56,360,2,700,6,1.159519,1.158820
56,360,3,703,6,3.927211,3.923272
56,360,4,699,6,0.760757,0.758865
56,360,5,698,6,1.833015,1.829152
56,360,6,696,6,0.768517,0.765760
56,360,7,701,6,1.259297,1.257767
59,300,1,702,6,2.109655,2.109359
59,300,2,696,6,0.582681,0.577419
59,300,3,701,6,2.403488,2.402857
59,300,4,699,6,0.532307,0.529614
59,300,5,698,6,1.784116,1.781812
59,300,6,703,6,0.758718,0.758712
59,300,7,701,6,1.053432,1.052668
53,260,1,703,6,2.262260,2.259477
53,260,2,702,6,1.018671,1.018232
53,260,3,701,6,2.530370,2.527193
53,260,4,695,6,0.539071,0.533833
53,260,5,697,6,1.344146,1.343944
53,260,6,698,6,0.422537,0.421483
53,260,7,696,6,0.632327,0.630146
57,240,1,698,6,1.535095,1.534687
57,240,2,699,6,0.455099,0.454268
57,240,3,698,6,2.062739,2.061659
57,240,4,700,6,0.618644,0.615884
57,240,5,697,6,1.600093,1.600012
57,240,6,697,6,0.396565,0.396252
57,240,7,700,6,0.299455,0.297725
52,360,1,699,6,2.285157,2.281646
52,360,2,699,6,0.584088,0.580831
52,360,3,703,6,3.475819,3.470275
52,360,4,697,6,0.998491,0.998927
52,360,5,693,6,1.760630,1.754311
52,360,6,696,6,0.549796,0.548814
52,360,7,700,6,0.976359,0.975740
55,240,1,699,6,1.869671,1.867705
55,240,2,698,6,0.428053,0.427835
55,240,3,699,6,1.951694,1.952303
55,240,4,696,6,0.253969,0.253656
55,240,5,697,6,1.258121,1.256742
55,240,6,697,6,0.478785,0.479025
55,240,7,696,6,0.541516,0.541516
58,160,1,698,6,1.786186,1.783161
58,160,2,697,6,0.535828,0.534860
58,160,3,700,6,2.028911,2.026737
58,160,4,701,6,0.330082,0.329485
58,160,5,699,6,1.341024,1.336319
58,160,6,697,6,0.331238,0.330084
58,160,7,695,6,0.201770,0.201596
60,280,1,697,6,2.566951,2.562943
60,280,2,699,6,0.982127,0.979647
60,280,3,701,6,2.583801,2.581560
60,280,4,695,6,0.471888,0.470401
60,280,5,700,6,2.052529,2.044091
60,280,6,694,6,0.558031,0.556812
60,280,7,692,6,0.701867,0.698478
56,380,1,696,6,1.901737,1.901136
56,380,2,700,6,1.204590,1.204689
56,380,3,703,6,4.005647,4.001794
56,380,4,699,6,0.808996,0.807078
56,380,5,697,6,1.884241,1.881351
56,380,6,695,6,0.813920,0.809900
56,380,7,699,6,1.303310,1.300747
59,320,1,703,6,2.176324,2.175820
59,320,2,695,6,0.611778,0.606253
59,320,3,700,6,2.494009,2.491658
59,320,4,699,6,0.565927,0.563069
59,320,5,697,6,1.846699,1.843051
59,320,6,704,6,0.811144,0.811179
59,320,7,701,6,1.123303,1.122535
57,260,1,699,6,1.595011,1.592934
57,260,2,700,6,0.494654,0.493206
57,260,3,698,6,2.126949,2.125800
57,260,4,701,6,0.668685,0.665653
57,260,5,699,6,1.665342,1.665188
57,260,6,699,6,0.424237,0.423559
57,260,7,698,6,0.339333,0.337831
52,380,1,697,6,2.348122,2.345508
52,380,2,697,6,0.626154,0.621452
52,380,3,702,6,3.591073,3.586095
52,380,4,697,6,1.096165,1.095976
52,380,5,695,6,1.802767,1.794092
52,380,6,698,6,0.583867,0.583715
52,380,7,700,6,1.030600,1.030393
61,40,1,700,6,0.677373,0.677066
61,40,2,701,6,0.103320,0.103429
61,40,3,699,6,0.884721,0.886153
61,40,4,699,6,0.019182,0.019310
61,40,5,699,6,0.454189,0.453292
61,40,6,698,6,0.055838,0.055665
61,40,7,698,6,0.092537,0.092432
55,260,1,699,6,1.937891,1.937152
55,260,2,696,6,0.465617,0.464883
55,260,3,697,6,2.016138,2.014930
55,260,4,697,6,0.275390,0.275641
55,260,5,697,6,1.310280,1.310249
55,260,6,696,6,0.523610,0.523610
55,260,7,698,6,0.571444,0.572007
58,180,1,697,6,1.923874,1.918209
58,180,2,699,6,0.591174,0.590038
58,180,3,699,6,2.161707,2.159523
58,180,4,698,6,0.369669,0.368729
58,180,5,699,6,1.455979,1.450916
58,180,6,692,6,0.373969,0.373122
58,180,7,699,6,0.233402,0.234899
60,300,1,701,6,2.649561,2.644420
60,300,2,699,6,1.037855,1.032912
60,300,3,702,6,2.774938,2.768045
60,300,4,696,6,0.502189,0.501152
60,300,5,700,6,2.118068,2.112197
60,300,6,697,6,0.592962,0.590060
60,300,7,697,6,0.735615,0.733022
56,400,1,699,6,1.950886,1.948657
56,400,2,701,6,1.228121,1.229317
56,400,3,704,6,4.084593,4.082495
56,400,4,700,6,0.849590,0.847699
56,400,5,697,6,1.930005,1.927471
56,400,6,694,6,0.848451,0.844940
56,400,7,704,6,1.363252,1.360321
62,20,1,698,6,0.380903,0.380540
62,20,2,691,6,0.007511,0.007458
62,20,3,697,6,0.598310,0.598305
62,20,4,697,6,0.013184,0.013216
62,20,5,701,6,0.257696,0.257682
62,20,6,693,6,0.027367,0.027355
62,20,7,700,6,0.021617,0.021577
59,340,1,703,6,2.237304,2.236711
59,340,2,695,6,0.649477,0.644615
59,340,3,700,6,2.586373,2.585106
59,340,4,698,6,0.608349,0.605549
59,340,5,697,6,1.901303,1.897561
59,340,6,705,6,0.863222,0.863239
59,340,7,702,6,1.173670,1.172390
52,400,1,695,6,2.402784,2.400245
52,400,2,696,6,0.658118,0.655850
52,400,3,700,6,3.695810,3.692504
52,400,4,697,6,1.156535,1.157530
52,400,5,693,6,1.855420,1.848063
52,400,6,695,6,0.613206,0.614499
52,400,7,698,6,1.094178,1.093222
55,280,1,700,6,1.999411,1.998404
55,280,2,698,6,0.490856,0.489828
55,280,3,696,6,2.067312,2.065850
55,280,4,696,6,0.299072,0.298725
55,280,5,695,6,1.371026,1.371209
55,280,6,700,6,0.563964,0.564918
55,280,7,697,6,0.600422,0.599804
53,280,1,704,6,2.347302,2.344827
53,280,2,703,6,1.089761,1.088369
53,280,3,698,6,2.612715,2.609609
53,280,4,696,6,0.589307,0.582830
53,280,5,701,6,1.393690,1.393578
53,280,6,697,6,0.457499,0.455832
53,280,7,697,6,0.670525,0.666719
58,200,1,699,6,2.053628,2.049693
58,200,2,698,6,0.651574,0.651225
58,200,3,700,6,2.284027,2.282375
58,200,4,699,6,0.405876,0.404084
58,200,5,698,6,1.554359,1.549862
58,200,6,694,6,0.415810,0.415386
58,200,7,695,6,0.267296,0.267726
60,320,1,700,6,2.722993,2.716636
60,320,2,701,6,1.105713,1.099897
60,320,3,703,6,2.942697,2.936170
60,320,4,697,6,0.524892,0.521466
60,320,5,700,6,2.223892,2.214313
60,320,6,693,6,0.627779,0.626295
60,320,7,696,6,0.778111,0.775969
63,20,1,696,6,0.355613,0.355575
63,20,2,697,6,0.013621,0.013640
63,20,3,699,6,0.484367,0.484234
63,20,4,699,6,0.018894,0.019035
63,20,5,694,6,0.243032,0.242962
63,20,6,696,6,0.010932,0.010939
63,20,7,698,6,0.017370,0.017323
59,360,1,700,6,2.294982,2.295069
59,360,2,697,6,0.686623,0.680175
59,360,3,698,6,2.667537,2.665766
59,360,4,699,6,0.646717,0.643455
59,360,5,698,6,1.951213,1.947334
59,360,6,705,6,0.914082,0.914018
59,360,7,700,6,1.240231,1.239314
64,20,1,699,6,0.392106,0.392243
64,20,2,695,6,0.041867,0.041560
64,20,3,699,6,0.521882,0.521979
64,20,4,699,6,0.032773,0.032544
64,20,5,698,6,0.262441,0.262185
64,20,6,699,6,0.010801,0.010821
64,20,7,697,6,0.023151,0.023149
55,300,1,698,6,2.058782,2.057257
55,300,2,699,6,0.499779,0.500118
55,300,3,696,6,2.119846,2.120718
55,300,4,695,6,0.319370,0.319368
55,300,5,697,6,1.420632,1.419876
55,300,6,697,6,0.609779,0.610504
55,300,7,695,6,0.627127,0.627794
58,220,1,700,6,2.176530,2.169264
58,220,2,698,6,0.710186,0.707403
58,220,3,701,6,2.392139,2.389899
58,220,4,700,6,0.443464,0.441582
58,220,5,696,6,1.645116,1.641503
58,220,6,694,6,0.458486,0.457625
58,220,7,697,6,0.295370,0.295146
60,340,1,701,6,2.824942,2.812238
60,340,2,700,6,1.185878,1.179320
60,340,3,701,6,3.062182,3.058860
60,340,4,697,6,0.539896,0.537247
60,340,5,701,6,2.321616,2.313674
60,340,6,696,6,0.656866,0.655400
60,340,7,699,6,0.818278,0.817881
57,280,1,699,6,1.644268,1.645080
57,280,2,702,6,0.523796,0.522306
57,280,3,698,6,2.186273,2.186442
57,280,4,697,6,0.720631,0.718359
57,280,5,699,6,1.735853,1.735311
57,280,6,698,6,0.455818,0.454844
57,280,7,697,6,0.375801,0.373664
61,60,1,698,6,0.874187,0.873972
61,60,2,706,6,0.187884,0.187836
61,60,3,697,6,1.157720,1.159095
61,60,4,694,6,0.033606,0.033577
61,60,5,697,6,0.616100,0.614811
61,60,6,697,6,0.093408,0.093420
61,60,7,699,6,0.162602,0.162756
63,40,1,693,6,0.595633,0.595262
63,40,2,696,6,0.031286,0.031175
63,40,3,695,6,0.806683,0.806832
63,40,4,698,6,0.056007,0.056332
63,40,5,696,6,0.434287,0.433839
63,40,6,701,6,0.033445,0.033459
63,40,7,697,6,0.061007,0.060995
59,380,1,702,6,2.346697,2.346314
59,380,2,695,6,0.718866,0.711359
59,380,3,702,6,2.732543,2.730880
59,380,4,702,6,0.683205,0.679286
59,380,5,698,6,2.005730,2.005424
59,380,6,702,6,0.965760,0.965657
59,380,7,698,6,1.303131,1.301455
62,40,1,697,6,0.675765,0.675224
62,40,2,693,6,0.025791,0.025894
62,40,3,697,6,0.994619,0.994785
62,40,4,695,6,0.036061,0.036177
62,40,5,699,6,0.469072,0.469248
62,40,6,694,6,0.064229,0.064111
62,40,7,699,6,0.059684,0.059605
64,40,1,701,6,0.675159,0.675052
64,40,2,697,6,0.092031,0.091687
64,40,3,698,6,0.883621,0.883625
64,40,4,695,6,0.089854,0.089449
64,40,5,698,6,0.447755,0.446761
64,40,6,699,6,0.033837,0.033859
64,40,7,698,6,0.066208,0.066408
55,320,1,698,6,2.113427,2.113776
55,320,2,699,6,0.528102,0.528072
55,320,3,697,6,2.172687,2.172219
55,320,4,696,6,0.342489,0.343484
55,320,5,698,6,1.461451,1.462552
55,320,6,697,6,0.654676,0.655599
55,320,7,696,6,0.651963,0.651963
58,240,1,702,6,2.272739,2.267387
58,240,2,699,6,0.786151,0.785311
58,240,3,700,6,2.491980,2.490179
58,240,4,700,6,0.476100,0.475920
58,240,5,698,6,1.722217,1.718259
58,240,6,691,6,0.501577,0.500352
58,240,7,699,6,0.328211,0.329548
60,360,1,701,6,2.875431,2.866081
60,360,2,700,6,1.229631,1.225162
60,360,3,702,6,3.204965,3.195492
60,360,4,697,6,0.572309,0.569690
60,360,5,699,6,2.424436,2.417228
60,360,6,695,6,0.685246,0.683334
60,360,7,696,6,0.859060,0.857443
63,60,1,694,6,0.784343,0.784587
63,60,2,700,6,0.046892,0.047011
63,60,3,698,6,1.042728,1.042605
63,60,4,698,6,0.097994,0.098224
63,60,5,698,6,0.596338,0.595498
63,60,6,698,6,0.058375,0.058382
63,60,7,698,6,0.112622,0.112007
59,400,1,703,6,2.406449,2.405579
59,400,2,696,6,0.747146,0.742502
59,400,3,700,6,2.794742,2.793203
59,400,4,699,6,0.718679,0.715120
59,400,5,697,6,2.059224,2.055802
59,400,6,705,6,1.018905,1.018637
59,400,7,699,6,1.336995,1.335819
53,300,1,703,6,2.433587,2.430465
53,300,2,703,6,1.148612,1.147316
53,300,3,702,6,2.683284,2.678119
53,300,4,694,6,0.637168,0.630517
53,300,5,698,6,1.443605,1.443412
53,300,6,699,6,0.485819,0.484482
53,300,7,697,6,0.707045,0.704271
64,60,1,700,6,0.888928,0.888845
64,60,2,697,6,0.160353,0.159703
64,60,3,700,6,1.161673,1.160994
64,60,4,697,6,0.142935,0.142764
64,60,5,699,6,0.594395,0.593866
64,60,6,697,6,0.065536,0.065640
64,60,7,699,6,0.112673,0.112480
55,340,1,699,6,2.165405,2.164845
55,340,2,698,6,0.546511,0.546517
55,340,3,697,6,2.219314,2.219004
55,340,4,697,6,0.366762,0.366712
55,340,5,697,6,1.513088,1.513733
55,340,6,699,6,0.698005,0.699247
55,340,7,697,6,0.679907,0.680441
58,260,1,700,6,2.349808,2.344606
58,260,2,699,6,0.869457,0.868602
58,260,3,699,6,2.601693,2.599038
58,260,4,697,6,0.513084,0.511296
58,260,5,699,6,1.789153,1.785740
58,260,6,692,6,0.540092,0.538889
58,260,7,699,6,0.357935,0.358637
60,380,1,702,6,2.952223,2.942175
60,380,2,700,6,1.251253,1.249477
60,380,3,701,6,3.328846,3.322125
60,380,4,695,6,0.607969,0.605893
60,380,5,701,6,2.510892,2.498523
60,380,6,696,6,0.711318,0.708766
60,380,7,697,6,0.893177,0.891647
57,300,1,699,6,1.683968,1.683403
57,300,2,702,6,0.560484,0.558007
57,300,3,699,6,2.249590,2.248185
57,300,4,699,6,0.777914,0.773497
57,300,5,701,6,1.800291,1.798917
57,300,6,703,6,0.493007,0.493145
57,300,7,698,6,0.416058,0.414238
63,80,1,693,6,0.939009,0.938584
63,80,2,700,6,0.060519,0.060886
63,80,3,697,6,1.236533,1.236556
63,80,4,699,6,0.141716,0.142215
63,80,5,699,6,0.724971,0.724037
63,80,6,701,6,0.083494,0.083619
63,80,7,699,6,0.162523,0.161732
65,20,1,699,6,0.408731,0.408747
65,20,2,696,6,0.016279,0.016193
65,20,3,698,6,0.563987,0.563683
65,20,4,694,6,0.019461,0.019379
65,20,5,700,6,0.279521,0.279343
65,20,6,699,6,0.031395,0.031511
65,20,7,692,6,0.011944,0.011940
53,320,1,704,6,2.511837,2.509103
53,320,2,707,6,1.219680,1.217105
53,320,3,698,6,2.758579,2.754769
53,320,4,695,6,0.671768,0.666159
53,320,5,700,6,1.493608,1.492635
53,320,6,699,6,0.514833,0.513428
53,320,7,697,6,0.749435,0.745302
61,80,1,696,6,1.024845,1.024045
61,80,2,702,6,0.273524,0.273531
61,80,3,699,6,1.370191,1.371844
61,80,4,697,6,0.053162,0.053068
61,80,5,699,6,0.752415,0.750869
61,80,6,699,6,0.140368,0.139964
61,80,7,697,6,0.254367,0.253520
55,360,1,697,6,2.217676,2.216886
55,360,2,698,6,0.564923,0.565523
55,360,3,697,6,2.263583,2.263276
55,360,4,697,6,0.389516,0.390960
55,360,5,698,6,1.556031,1.555999
55,360,6,699,6,0.732563,0.733509
55,360,7,698,6,0.710419,0.710181
58,280,1,702,6,2.445636,2.441179
58,280,2,700,6,0.910627,0.909122
58,280,3,700,6,2.686561,2.680369
58,280,4,701,6,0.541841,0.540229
58,280,5,698,6,1.862362,1.859894
58,280,6,693,6,0.581818,0.581483
58,280,7,697,6,0.393618,0.393337
60,400,1,700,6,3.039137,3.035552
60,400,2,700,6,1.312370,1.310487
60,400,3,703,6,3.409735,3.400994
60,400,4,697,6,0.640101,0.634474
60,400,5,700,6,2.592809,2.581877
60,400,6,694,6,0.744351,0.742073
60,400,7,700,6,0.924099,0.923954
62,60,1,702,6,0.913999,0.913313
62,60,2,692,6,0.049794,0.049131
62,60,3,697,6,1.289233,1.288883
62,60,4,697,6,0.067442,0.066973
62,60,5,698,6,0.644254,0.644172
62,60,6,696,6,0.106051,0.105953
62,60,7,698,6,0.123074,0.122785
57,320,1,697,6,1.717410,1.717005
57,320,2,703,6,0.583781,0.581398
57,320,3,698,6,2.314367,2.312963
57,320,4,704,6,0.824589,0.821956
57,320,5,700,6,1.861245,1.860763
57,320,6,700,6,0.518448,0.518461
57,320,7,700,6,0.465609,0.462725
63,100,1,695,6,1.063055,1.062749
63,100,2,698,6,0.079190,0.078979
63,100,3,697,6,1.414950,1.414880
63,100,4,699,6,0.187281,0.188282
63,100,5,696,6,0.829310,0.828134
63,100,6,697,6,0.114966,0.114861
63,100,7,699,6,0.204757,0.203924
65,40,1,701,6,0.693105,0.693162
65,40,2,695,6,0.048809,0.048329
65,40,3,696,6,0.932338,0.931637
65,40,4,694,6,0.063548,0.062987
65,40,5,698,6,0.508383,0.507727
65,40,6,699,6,0.085043,0.085058
65,40,7,691,6,0.036026,0.035820
64,80,1,702,6,1.069730,1.069539
64,80,2,696,6,0.224412,0.223084
64,80,3,698,6,1.382738,1.382108
64,80,4,695,6,0.199170,0.198884
64,80,5,697,6,0.723877,0.722475
64,80,6,698,6,0.102346,0.102409
64,80,7,699,6,0.173773,0.173847
55,380,1,698,6,2.263351,2.261595
55,380,2,702,6,0.591210,0.591221
55,380,3,699,6,2.303415,2.302845
55,380,4,698,6,0.411856,0.412132
55,380,5,696,6,1.595659,1.595226
55,380,6,698,6,0.768241,0.768997
55,380,7,698,6,0.735458,0.736087
58,300,1,699,6,2.546596,2.542202
58,300,2,697,6,0.975793,0.974397
58,300,3,699,6,2.764722,2.760498
58,300,4,701,6,0.573176,0.571383
58,300,5,697,6,1.921443,1.916819
58,300,6,692,6,0.621672,0.621035
58,300,7,697,6,0.427033,0.426967
66,20,1,698,6,0.330711,0.330615
66,20,2,696,6,0.039513,0.039222
66,20,3,697,6,0.519462,0.519678
66,20,4,697,6,0.017935,0.017924
66,20,5,691,6,0.284878,0.284628
66,20,6,696,6,0.017717,0.017671
66,20,7,695,6,0.020460,0.020384
65,60,1,701,6,0.932474,0.932113
65,60,2,695,6,0.099593,0.098620
65,60,3,699,6,1.193567,1.192062
65,60,4,697,6,0.118499,0.118232
65,60,5,697,6,0.724466,0.723287
65,60,6,702,6,0.152147,0.151926
65,60,7,694,6,0.096515,0.095933
63,120,1,696,6,1.171678,1.171642
63,120,2,700,6,0.092480,0.092988
63,120,3,696,6,1.559199,1.558988
63,120,4,698,6,0.225117,0.226786
63,120,5,697,6,0.927609,0.926795
63,120,6,698,6,0.142520,0.142922
63,120,7,699,6,0.252018,0.251010
57,340,1,699,6,1.748561,1.747946
57,340,2,697,6,0.621625,0.619984
57,340,3,698,6,2.380479,2.379958
57,340,4,699,6,0.874757,0.870211
57,340,5,700,6,1.923840,1.924751
57,340,6,699,6,0.560367,0.560130
57,340,7,699,6,0.507859,0.505046
64,100,1,700,6,1.221932,1.221193
64,100,2,699,6,0.275890,0.273723
64,100,3,698,6,1.581105,1.580935
64,100,4,695,6,0.259613,0.258551
64,100,5,700,6,0.822956,0.820483
64,100,6,699,6,0.132940,0.133036
64,100,7,699,6,0.236624,0.236986
58,320,1,700,6,2.627234,2.621181
58,320,2,698,6,1.034614,1.033216
58,320,3,701,6,2.836045,2.832206
58,320,4,698,6,0.598670,0.598268
58,320,5,698,6,1.985762,1.981745
58,320,6,694,6,0.660012,0.659560
58,320,7,695,6,0.458527,0.457481
53,340,1,704,6,2.582277,2.579432
53,340,2,705,6,1.270686,1.270545
53,340,3,702,6,2.822210,2.816315
53,340,4,697,6,0.721001,0.713584
53,340,5,699,6,1.541956,1.542014
53,340,6,700,6,0.539095,0.539895
53,340,7,697,6,0.789933,0.788100
