seed,mcs,species,volume,ncells,mel_site,mel_parcel
149,60,5,694,6,0.552082,0.551754
149,60,6,698,6,0.001617,0.001620
149,60,7,700,6,0.176997,0.176595
143,280,1,697,6,2.103981,2.101188
143,280,2,699,6,0.561217,0.559841
143,280,3,699,6,2.613953,2.612446
143,280,4,697,6,0.566340,0.566183
143,280,5,694,6,1.295943,1.296122
143,280,6,698,6,0.155975,0.156378
143,280,7,694,6,0.266069,0.265391
141,340,1,696,6,2.029579,2.025991
141,340,2,704,6,0.604023,0.605477
141,340,3,700,6,2.836951,2.835588
141,340,4,698,6,0.480777,0.480828
141,340,5,698,6,1.893610,1.885952
141,340,6,700,6,0.826869,0.825371
141,340,7,697,6,0.391582,0.390991
140,280,1,696,6,1.717077,1.716506
140,280,2,699,6,0.662708,0.660029
140,280,3,699,6,2.225999,2.225937
140,280,4,700,6,0.609658,0.609366
140,280,5,694,6,1.547113,1.546386
140,280,6,696,6,0.545433,0.545885
140,280,7,696,6,0.602825,0.601985
148,120,1,698,6,1.159859,1.159682
148,120,2,694,6,0.211940,0.211500
148,120,3,696,6,1.709126,1.708325
148,120,4,701,6,0.423984,0.424023
148,120,5,697,6,1.234523,1.233040
148,120,6,694,6,0.299147,0.298830
148,120,7,698,6,0.155506,0.154592
147,180,1,697,6,1.616708,1.614224
147,180,2,704,6,0.471361,0.469479
147,180,3,700,6,2.081379,2.080817
147,180,4,692,6,0.163074,0.162273
147,180,5,697,6,1.015226,1.014725
147,180,6,697,6,0.282492,0.282587
147,180,7,695,6,0.269516,0.269649
145,300,1,698,6,2.149054,2.145454
145,300,2,697,6,0.645561,0.643989
145,300,3,695,6,2.304141,2.301876
145,300,4,694,6,0.682516,0.681091
145,300,5,700,6,1.743376,1.741642
145,300,6,695,6,0.502609,0.500219
145,300,7,698,6,0.670675,0.671773
146,200,1,695,6,1.631134,1.630095
146,200,2,696,6,0.398176,0.396738
146,200,3,695,6,1.879128,1.878254
146,200,4,702,6,0.647240,0.647294
146,200,5,697,6,1.269696,1.269398
146,200,6,696,6,0.292451,0.292110
146,200,7,698,6,0.581788,0.578473
149,80,1,698,6,1.003267,1.003177
149,80,2,693,6,0.164252,0.163850
149,80,3,701,6,1.236056,1.236523
149,80,4,698,6,0.117932,0.117995
149,80,5,696,6,0.676532,0.676096
149,80,6,698,6,0.003581,0.003579
149,80,7,701,6,0.248739,0.248410
144,240,1,700,6,1.916023,1.912718
144,240,2,696,6,0.716351,0.713293
144,240,3,699,6,2.599717,2.597735
144,240,4,695,6,0.447771,0.444878
144,240,5,698,6,1.343014,1.342801
144,240,6,701,6,0.732617,0.733574
144,240,7,692,6,0.233530,0.233144
143,300,1,696,6,2.170579,2.165917
143,300,2,700,6,0.591041,0.590420
143,300,3,700,6,2.672798,2.672597
143,300,4,694,6,0.593073,0.593804
143,300,5,694,6,1.345512,1.344483
143,300,6,700,6,0.168597,0.169380
143,300,7,695,6,0.287627,0.287186
148,140,1,697,6,1.253323,1.253552
148,140,2,694,6,0.250505,0.249404
148,140,3,696,6,1.846758,1.843054
148,140,4,701,6,0.499223,0.499260
148,140,5,699,6,1.376047,1.372335
148,140,6,695,6,0.360619,0.360524
148,140,7,696,6,0.191194,0.189586
147,200,1,698,6,1.705476,1.703076
147,200,2,702,6,0.533594,0.532771
147,200,3,698,6,2.167575,2.167745
147,200,4,693,6,0.178474,0.177734
147,200,5,697,6,1.081003,1.080395
147,200,6,698,6,0.320425,0.320581
147,200,7,695,6,0.298846,0.298996
145,320,1,697,6,2.213774,2.208011
145,320,2,697,6,0.683724,0.680953
145,320,3,696,6,2.351969,2.349707
145,320,4,693,6,0.713185,0.712002
145,320,5,699,6,1.795658,1.792992
145,320,6,696,6,0.541518,0.538182
145,320,7,697,6,0.716442,0.713050
146,220,1,699,6,1.716416,1.715026
146,220,2,696,6,0.436496,0.433858
146,220,3,700,6,1.978495,1.977295
146,220,4,702,6,0.725100,0.725346
146,220,5,700,6,1.327681,1.326959
146,220,6,696,6,0.330058,0.329643
146,220,7,694,6,0.636064,0.633716
149,100,1,700,6,1.161032,1.160954
149,100,2,693,6,0.210104,0.209612
149,100,3,700,6,1.405068,1.405246
149,100,4,699,6,0.167572,0.167328
149,100,5,696,6,0.795835,0.794979
149,100,6,697,6,0.006330,0.006339
149,100,7,701,6,0.316116,0.315848
150,40,1,693,6,0.651450,0.651548
150,40,2,701,6,0.044509,0.044350
150,40,3,699,6,0.855240,0.854598
150,40,4,703,6,0.062600,0.062618
150,40,5,705,6,0.609529,0.608895
150,40,6,697,6,0.075577,0.075356
150,40,7,698,6,0.070728,0.070811
143,320,1,696,6,2.235529,2.231936
143,320,2,697,6,0.623164,0.621866
143,320,3,698,6,2.739706,2.739670
143,320,4,696,6,0.613860,0.614020
143,320,5,693,6,1.394669,1.392857
143,320,6,698,6,0.181730,0.182177
143,320,7,695,6,0.314675,0.314847
148,160,1,695,6,1.334784,1.334813
148,160,2,697,6,0.284777,0.284524
148,160,3,697,6,1.966383,1.963444
148,160,4,698,6,0.570215,0.570988
148,160,5,698,6,1.503424,1.501239
148,160,6,695,6,0.414363,0.414049
148,160,7,698,6,0.224828,0.223667
147,220,1,699,6,1.779894,1.777022
147,220,2,703,6,0.586218,0.584712
147,220,3,698,6,2.246894,2.246852
147,220,4,695,6,0.194001,0.193415
147,220,5,698,6,1.139113,1.139241
147,220,6,699,6,0.356939,0.357203
147,220,7,695,6,0.334612,0.334819
140,300,1,697,6,1.759022,1.759188
140,300,2,701,6,0.692924,0.691102
140,300,3,698,6,2.281821,2.280958
140,300,4,699,6,0.647803,0.648217
140,300,5,695,6,1.596065,1.594071
140,300,6,695,6,0.580141,0.579989
140,300,7,697,6,0.635061,0.634012
145,340,1,698,6,2.266095,2.262184
145,340,2,696,6,0.726681,0.724173
145,340,3,695,6,2.400393,2.398311
145,340,4,693,6,0.742887,0.740593
145,340,5,700,6,1.846944,1.841962
145,340,6,695,6,0.581281,0.578658
145,340,7,699,6,0.749249,0.745103
141,360,1,694,6,2.083368,2.078156
141,360,2,704,6,0.638066,0.639109
141,360,3,700,6,2.901612,2.897451
141,360,4,697,6,0.509322,0.509438
141,360,5,701,6,1.941798,1.933297
141,360,6,700,6,0.871027,0.869482
141,360,7,700,6,0.427504,0.427653
146,240,1,698,6,1.803328,1.800103
146,240,2,699,6,0.461893,0.459926
146,240,3,702,6,2.077798,2.075415
146,240,4,705,6,0.821893,0.822017
146,240,5,699,6,1.381817,1.380269
146,240,6,695,6,0.368236,0.367805
146,240,7,696,6,0.676507,0.673266
149,120,1,701,6,1.306715,1.306863
149,120,2,694,6,0.251696,0.249960
149,120,3,699,6,1.569931,1.569815
149,120,4,697,6,0.216367,0.216035
149,120,5,694,6,0.918688,0.916549
149,120,6,697,6,0.009781,0.009795
149,120,7,704,6,0.396550,0.395848
143,340,1,696,6,2.286051,2.284458
143,340,2,697,6,0.657654,0.658743
143,340,3,700,6,2.798102,2.797240
143,340,4,694,6,0.651383,0.651641
143,340,5,692,6,1.442963,1.441539
143,340,6,700,6,0.194649,0.195518
143,340,7,696,6,0.338662,0.338711
144,260,1,700,6,1.997960,1.995270
144,260,2,697,6,0.788901,0.787447
144,260,3,701,6,2.695042,2.690766
144,260,4,692,6,0.481632,0.477373
144,260,5,698,6,1.393701,1.393174
144,260,6,702,6,0.791750,0.790857
144,260,7,693,6,0.260409,0.259544
148,180,1,697,6,1.400604,1.399423
148,180,2,695,6,0.326067,0.324947
148,180,3,697,6,2.076973,2.073738
148,180,4,699,6,0.649600,0.648858
148,180,5,699,6,1.614361,1.612085
148,180,6,695,6,0.469103,0.469273
148,180,7,696,6,0.255952,0.255217
147,240,1,699,6,1.849404,1.845894
147,240,2,699,6,0.631740,0.631678
147,240,3,696,6,2.326856,2.326060
147,240,4,694,6,0.209274,0.209376
147,240,5,697,6,1.194671,1.194715
147,240,6,696,6,0.390019,0.390386
147,240,7,697,6,0.365910,0.365084
145,360,1,700,6,2.327556,2.322141
145,360,2,697,6,0.761761,0.757702
145,360,3,695,6,2.442682,2.439884
145,360,4,694,6,0.771082,0.768610
145,360,5,697,6,1.895366,1.892635
145,360,6,694,6,0.620676,0.616372
145,360,7,697,6,0.778840,0.775186
146,260,1,696,6,1.886713,1.884537
146,260,2,696,6,0.491137,0.488540
146,260,3,700,6,2.192726,2.190891
146,260,4,703,6,0.891698,0.891368
146,260,5,700,6,1.429822,1.429392
146,260,6,695,6,0.400126,0.399923
146,260,7,694,6,0.720517,0.717895
149,140,1,701,6,1.424522,1.424038
149,140,2,695,6,0.290765,0.289231
149,140,3,701,6,1.747925,1.747779
149,140,4,698,6,0.273859,0.273789
149,140,5,693,6,1.030632,1.028569
149,140,6,697,6,0.013689,0.013709
149,140,7,701,6,0.454331,0.454145
143,360,1,696,6,2.330383,2.329957
143,360,2,700,6,0.689792,0.689167
143,360,3,698,6,2.863068,2.861309
143,360,4,697,6,0.674797,0.676132
143,360,5,694,6,1.497660,1.497541
143,360,6,699,6,0.208212,0.208903
143,360,7,694,6,0.364547,0.364711
150,60,1,693,6,0.840708,0.840824
150,60,2,700,6,0.091315,0.090745
150,60,3,698,6,1.115292,1.114068
150,60,4,699,6,0.103153,0.103096
150,60,5,706,6,0.859524,0.857418
150,60,6,695,6,0.136133,0.136152
150,60,7,701,6,0.133876,0.134102
148,200,1,696,6,1.468626,1.468421
148,200,2,698,6,0.358345,0.357591
148,200,3,698,6,2.174994,2.170374
148,200,4,701,6,0.726335,0.725641
148,200,5,698,6,1.713433,1.709907
148,200,6,695,6,0.518501,0.518117
148,200,7,699,6,0.294281,0.293271
147,260,1,700,6,1.917785,1.913123
147,260,2,702,6,0.688906,0.687076
147,260,3,700,6,2.385740,2.385815
147,260,4,693,6,0.228269,0.227331
147,260,5,697,6,1.249073,1.247838
147,260,6,700,6,0.419685,0.420140
147,260,7,697,6,0.397498,0.398149
145,380,1,697,6,2.376621,2.371467
145,380,2,697,6,0.800424,0.796733
145,380,3,695,6,2.491616,2.488907
145,380,4,694,6,0.794491,0.792830
145,380,5,698,6,1.939183,1.936809
145,380,6,697,6,0.653086,0.649282
145,380,7,698,6,0.809551,0.807546
146,280,1,698,6,1.958478,1.955263
146,280,2,697,6,0.521765,0.519100
146,280,3,700,6,2.312006,2.309920
146,280,4,702,6,0.977891,0.977880
146,280,5,701,6,1.484425,1.481707
146,280,6,695,6,0.437681,0.437108
146,280,7,696,6,0.758623,0.756491
149,160,1,700,6,1.523088,1.522363
149,160,2,693,6,0.327823,0.327112
149,160,3,701,6,1.903608,1.903217
149,160,4,700,6,0.335448,0.334718
149,160,5,696,6,1.124471,1.122423
149,160,6,695,6,0.018075,0.018015
149,160,7,702,6,0.521139,0.520355
143,380,1,696,6,2.384659,2.381618
143,380,2,700,6,0.723196,0.722261
143,380,3,700,6,2.915344,2.913778
143,380,4,696,6,0.712523,0.714671
143,380,5,696,6,1.533195,1.533043
143,380,6,698,6,0.222143,0.222626
143,380,7,695,6,0.391632,0.391276
140,320,1,698,6,1.799015,1.798939
140,320,2,700,6,0.727580,0.725987
140,320,3,699,6,2.331044,2.331470
140,320,4,699,6,0.684405,0.684709
140,320,5,695,6,1.646040,1.643173
140,320,6,696,6,0.615523,0.615906
140,320,7,696,6,0.658427,0.658869
141,380,1,696,6,2.120916,2.114182
141,380,2,704,6,0.673567,0.674320
141,380,3,701,6,2.956431,2.950502
141,380,4,698,6,0.539559,0.539534
141,380,5,701,6,2.006051,1.999882
141,380,6,700,6,0.906472,0.904997
141,380,7,698,6,0.461346,0.461191
144,280,1,702,6,2.082261,2.079879
144,280,2,698,6,0.846109,0.841858
144,280,3,700,6,2.791227,2.787611
144,280,4,693,6,0.512968,0.508384
144,280,5,697,6,1.442606,1.442328
144,280,6,701,6,0.828626,0.828546
144,280,7,695,6,0.291005,0.290162
148,220,1,697,6,1.526861,1.526513
148,220,2,696,6,0.390355,0.389574
148,220,3,697,6,2.277101,2.273311
148,220,4,699,6,0.788449,0.788680
148,220,5,701,6,1.788928,1.784538
148,220,6,697,6,0.568802,0.568051
148,220,7,696,6,0.325551,0.324837
147,280,1,698,6,1.959407,1.956514
147,280,2,700,6,0.715368,0.714480
147,280,3,698,6,2.465698,2.465596
147,280,4,694,6,0.244943,0.244048
147,280,5,694,6,1.301535,1.301087
147,280,6,699,6,0.454633,0.454026
147,280,7,694,6,0.434900,0.434642
145,400,1,697,6,2.430569,2.425364
145,400,2,698,6,0.839591,0.834890
145,400,3,697,6,2.521885,2.517415
145,400,4,692,6,0.819722,0.817879
145,400,5,699,6,1.993458,1.990431
145,400,6,695,6,0.695150,0.692222
145,400,7,697,6,0.839314,0.836369
146,300,1,696,6,2.037751,2.034978
146,300,2,698,6,0.550814,0.548000
146,300,3,700,6,2.415041,2.411676
146,300,4,703,6,1.058259,1.058116
146,300,5,699,6,1.534731,1.532917
146,300,6,696,6,0.471504,0.471167
146,300,7,695,6,0.809654,0.806013
149,180,1,698,6,1.620551,1.620053
149,180,2,694,6,0.365878,0.364016
149,180,3,699,6,2.025070,2.024598
149,180,4,698,6,0.387372,0.386922
149,180,5,695,6,1.213569,1.209630
149,180,6,698,6,0.022710,0.022669
149,180,7,701,6,0.587619,0.586771
143,400,1,694,6,2.439508,2.435893
143,400,2,700,6,0.756824,0.756358
143,400,3,698,6,2.968149,2.967384
143,400,4,698,6,0.748776,0.749334
143,400,5,693,6,1.576262,1.575473
143,400,6,698,6,0.235722,0.236234
143,400,7,694,6,0.415714,0.416714
148,240,1,699,6,1.574322,1.573618
148,240,2,697,6,0.427952,0.426648
148,240,3,697,6,2.365378,2.361727
148,240,4,702,6,0.855653,0.855736
148,240,5,699,6,1.866673,1.862173
148,240,6,697,6,0.607872,0.607391
148,240,7,700,6,0.361247,0.358574
150,80,1,694,6,0.984846,0.985946
150,80,2,698,6,0.138362,0.137821
150,80,3,699,6,1.326032,1.324614
150,80,4,702,6,0.152269,0.152652
150,80,5,705,6,1.070242,1.068697
150,80,6,695,6,0.188953,0.188784
150,80,7,699,6,0.199746,0.199065
147,300,1,699,6,2.013904,2.011963
147,300,2,700,6,0.764252,0.763272
147,300,3,696,6,2.533017,2.533366
147,300,4,691,6,0.265430,0.264053
147,300,5,699,6,1.345701,1.345013
147,300,6,696,6,0.488504,0.488849
147,300,7,696,6,0.462861,0.462123
146,320,1,696,6,2.102985,2.099987
146,320,2,697,6,0.587177,0.583303
146,320,3,699,6,2.527125,2.523772
146,320,4,702,6,1.128921,1.128807
146,320,5,699,6,1.578338,1.576451
146,320,6,696,6,0.508426,0.507739
146,320,7,697,6,0.845003,0.841776
149,200,1,700,6,1.708961,1.707948
149,200,2,693,6,0.410059,0.407499
149,200,3,703,6,2.126414,2.125670
149,200,4,699,6,0.443993,0.442551
149,200,5,694,6,1.292144,1.288261
149,200,6,697,6,0.028628,0.028669
149,200,7,702,6,0.643743,0.642991
151,20,1,700,6,0.411547,0.411190
151,20,2,702,6,0.029126,0.029141
151,20,3,700,6,0.512585,0.512315
151,20,4,695,6,0.008087,0.008011
151,20,5,697,6,0.259874,0.259954
151,20,6,700,6,0.002207,0.002180
151,20,7,704,6,0.027930,0.027967
152,20,1,701,6,0.380759,0.380732
152,20,2,698,6,0.026230,0.026107
152,20,3,698,6,0.586898,0.586684
152,20,4,699,6,0.000445,0.000445
152,20,5,701,6,0.304862,0.304502
152,20,6,696,6,0.013360,0.013302
152,20,7,699,6,0.008721,0.008684
144,300,1,700,6,2.167568,2.163479
144,300,2,697,6,0.921876,0.917633
144,300,3,701,6,2.857247,2.852044
144,300,4,695,6,0.566419,0.562791
144,300,5,697,6,1.496854,1.495010
144,300,6,704,6,0.845571,0.845265
144,300,7,694,6,0.352012,0.351062
140,340,1,698,6,1.843911,1.844893
140,340,2,700,6,0.761354,0.759900
140,340,3,698,6,2.380364,2.379092
140,340,4,699,6,0.723520,0.723509
140,340,5,694,6,1.685319,1.682367
140,340,6,696,6,0.651985,0.651305
140,340,7,696,6,0.692512,0.692999
141,400,1,695,6,2.151185,2.146097
141,400,2,702,6,0.705680,0.706354
141,400,3,702,6,3.015978,3.011608
141,400,4,698,6,0.568543,0.568521
141,400,5,699,6,2.069499,2.060560
141,400,6,701,6,0.943994,0.943164
141,400,7,701,6,0.495826,0.494951
147,320,1,701,6,2.078457,2.074526
147,320,2,702,6,0.806339,0.806245
147,320,3,700,6,2.572654,2.572501
147,320,4,692,6,0.286713,0.285531
147,320,5,698,6,1.408608,1.407814
147,320,6,697,6,0.519383,0.519038
147,320,7,696,6,0.488326,0.487822
146,340,1,696,6,2.177973,2.175804
146,340,2,698,6,0.612699,0.610387
146,340,3,699,6,2.610209,2.606629
146,340,4,703,6,1.193286,1.193269
146,340,5,698,6,1.624493,1.621060
146,340,6,695,6,0.544185,0.543433
146,340,7,697,6,0.899495,0.894024
151,40,1,699,6,0.705889,0.705190
151,40,2,699,6,0.081199,0.081253
151,40,3,702,6,0.862086,0.860985
151,40,4,697,6,0.028513,0.028489
151,40,5,696,6,0.447874,0.446955
151,40,6,694,6,0.011325,0.011232
151,40,7,701,6,0.078127,0.078203
149,220,1,703,6,1.791259,1.790688
149,220,2,693,6,0.439747,0.438829
149,220,3,700,6,2.240658,2.241031
149,220,4,696,6,0.494550,0.492763
149,220,5,694,6,1.357799,1.355333
149,220,6,696,6,0.035908,0.035954
149,220,7,701,6,0.704733,0.703554
152,40,1,697,6,0.661996,0.661612
152,40,2,697,6,0.076639,0.076085
152,40,3,696,6,0.988896,0.988519
152,40,4,696,6,0.006029,0.006000
152,40,5,701,6,0.533579,0.532946
152,40,6,697,6,0.039479,0.039282
152,40,7,700,6,0.024449,0.024401
144,320,1,703,6,2.227011,2.224825
144,320,2,699,6,0.974585,0.970703
144,320,3,700,6,2.938529,2.932531
144,320,4,692,6,0.603189,0.600694
144,320,5,698,6,1.547437,1.546546
144,320,6,702,6,0.870987,0.870550
144,320,7,693,6,0.418354,0.416831
153,20,1,698,6,0.384221,0.384008
153,20,2,698,6,0.022238,0.022201
153,20,3,697,6,0.540812,0.540783
153,20,4,697,6,0.024432,0.024417
153,20,5,700,6,0.321624,0.321227
153,20,6,696,6,0.019763,0.019801
153,20,7,697,6,0.009235,0.009212
147,340,1,696,6,2.128023,2.125310
147,340,2,700,6,0.857797,0.857590
147,340,3,701,6,2.627263,2.626350
147,340,4,692,6,0.301361,0.300149
147,340,5,697,6,1.463379,1.462013
147,340,6,696,6,0.552523,0.552848
147,340,7,697,6,0.516126,0.516515
146,360,1,697,6,2.235953,2.234514
146,360,2,696,6,0.645044,0.641606
146,360,3,698,6,2.703052,2.698687
146,360,4,703,6,1.284499,1.284677
146,360,5,698,6,1.663353,1.661073
146,360,6,696,6,0.577796,0.576950
146,360,7,697,6,0.943155,0.938279
151,60,1,700,6,0.965887,0.964483
151,60,2,698,6,0.145547,0.145892
151,60,3,699,6,1.152497,1.151922
151,60,4,700,6,0.059531,0.059559
151,60,5,696,6,0.598892,0.598137
151,60,6,697,6,0.028288,0.028147
151,60,7,702,6,0.134542,0.134420
149,240,1,701,6,1.864088,1.863530
149,240,2,691,6,0.475278,0.473139
149,240,3,700,6,2.329787,2.330177
149,240,4,696,6,0.548551,0.548455
149,240,5,696,6,1.430195,1.428378
149,240,6,697,6,0.042395,0.042507
149,240,7,703,6,0.755329,0.754707
152,60,1,697,6,0.870790,0.870060
152,60,2,701,6,0.141635,0.141101
152,60,3,697,6,1.308043,1.307162
152,60,4,697,6,0.017365,0.017346
152,60,5,702,6,0.723438,0.722594
152,60,6,698,6,0.063472,0.063222
152,60,7,699,6,0.050168,0.050153
148,260,1,696,6,1.628152,1.627931
148,260,2,693,6,0.461598,0.460294
148,260,3,696,6,2.438312,2.434935
148,260,4,700,6,0.920545,0.921393
148,260,5,701,6,1.950008,1.946531
148,260,6,698,6,0.657814,0.657021
148,260,7,698,6,0.391571,0.389671
150,100,1,693,6,1.097243,1.097335
150,100,2,696,6,0.185223,0.184592
150,100,3,700,6,1.505024,1.502662
150,100,4,703,6,0.206676,0.206794
150,100,5,704,6,1.271062,1.268402
150,100,6,699,6,0.252165,0.251658
150,100,7,699,6,0.265418,0.265118
144,340,1,700,6,2.280626,2.276386
144,340,2,697,6,1.025259,1.022844
144,340,3,701,6,3.023636,3.018668
144,340,4,693,6,0.632324,0.629683
144,340,5,698,6,1.596531,1.594186
144,340,6,706,6,0.895127,0.894744
144,340,7,694,6,0.466979,0.465605
140,360,1,700,6,1.882267,1.882038
140,360,2,700,6,0.795842,0.794307
140,360,3,696,6,2.421518,2.420986
140,360,4,700,6,0.764905,0.764882
140,360,5,696,6,1.725257,1.721697
140,360,6,695,6,0.684354,0.684335
140,360,7,695,6,0.723022,0.723038
147,360,1,697,6,2.175704,2.171898
147,360,2,701,6,0.905666,0.905361
147,360,3,699,6,2.674454,2.673304
147,360,4,691,6,0.314522,0.314287
147,360,5,697,6,1.514471,1.512529
147,360,6,697,6,0.586065,0.585740
147,360,7,697,6,0.546948,0.546550
146,380,1,698,6,2.309117,2.304023
146,380,2,696,6,0.669976,0.665352
146,380,3,702,6,2.771183,2.762973
146,380,4,705,6,1.364653,1.364852
146,380,5,699,6,1.710169,1.706931
146,380,6,695,6,0.611955,0.611075
146,380,7,698,6,0.977869,0.974114
149,260,1,698,6,1.925984,1.925568
149,260,2,695,6,0.511019,0.508598
149,260,3,700,6,2.423603,2.423974
149,260,4,696,6,0.598289,0.597102
149,260,5,697,6,1.501718,1.497834
149,260,6,696,6,0.048814,0.048897
149,260,7,702,6,0.810713,0.810836
151,80,1,699,6,1.187260,1.185795
151,80,2,702,6,0.208985,0.209456
151,80,3,699,6,1.401127,1.400327
151,80,4,698,6,0.089157,0.089024
151,80,5,696,6,0.722873,0.720852
151,80,6,698,6,0.047343,0.047265
151,80,7,702,6,0.200745,0.200543
152,80,1,699,6,1.050148,1.048908
152,80,2,701,6,0.219729,0.218745
152,80,3,698,6,1.565326,1.563932
152,80,4,702,6,0.037681,0.037476
152,80,5,701,6,0.893142,0.892988
152,80,6,698,6,0.098095,0.097726
152,80,7,698,6,0.079878,0.079952
144,360,1,699,6,2.345341,2.343274
144,360,2,697,6,1.048761,1.045024
144,360,3,700,6,3.103494,3.101226
144,360,4,696,6,0.664611,0.658229
144,360,5,698,6,1.643634,1.641151
144,360,6,704,6,0.926346,0.925516
144,360,7,697,6,0.522543,0.517427
147,380,1,698,6,2.221441,2.218891
147,380,2,699,6,0.958888,0.956606
147,380,3,699,6,2.718371,2.716948
147,380,4,692,6,0.334613,0.333319
147,380,5,697,6,1.555494,1.554819
147,380,6,696,6,0.617814,0.617086
147,380,7,697,6,0.577249,0.576274
146,400,1,696,6,2.363300,2.359253
146,400,2,701,6,0.688496,0.684975
146,400,3,699,6,2.853925,2.848450
146,400,4,704,6,1.450334,1.450844
146,400,5,698,6,1.753474,1.749361
146,400,6,696,6,0.637022,0.635276
146,400,7,698,6,1.017891,1.013964
149,280,1,698,6,1.992177,1.992327
149,280,2,694,6,0.547292,0.546219
149,280,3,703,6,2.506241,2.505552
149,280,4,698,6,0.650095,0.649903
149,280,5,695,6,1.553404,1.550730
149,280,6,696,6,0.055493,0.055493
149,280,7,702,6,0.862350,0.861836
151,100,1,701,6,1.366622,1.364659
151,100,2,701,6,0.277319,0.277686
151,100,3,700,6,1.609953,1.607688
151,100,4,700,6,0.127893,0.127828
151,100,5,699,6,0.847286,0.846612
151,100,6,695,6,0.069097,0.068410
151,100,7,703,6,0.267931,0.267853
153,40,1,694,6,0.649008,0.648642
153,40,2,698,6,0.065627,0.065454
153,40,3,698,6,0.887725,0.887732
153,40,4,697,6,0.069284,0.069198
153,40,5,699,6,0.569047,0.568860
153,40,6,696,6,0.040662,0.040651
153,40,7,696,6,0.030840,0.030827
152,100,1,696,6,1.203493,1.201983
152,100,2,698,6,0.279420,0.278120
152,100,3,698,6,1.783319,1.781503
152,100,4,698,6,0.068742,0.068559
152,100,5,699,6,1.059955,1.058226
152,100,6,699,6,0.133147,0.132623
152,100,7,702,6,0.118557,0.118151
144,380,1,699,6,2.410192,2.407216
144,380,2,700,6,1.082881,1.078647
144,380,3,699,6,3.172249,3.166263
144,380,4,693,6,0.695551,0.692583
144,380,5,697,6,1.686283,1.683935
144,380,6,706,6,0.953283,0.952881
144,380,7,694,6,0.557014,0.554080
148,280,1,698,6,1.669826,1.670005
148,280,2,694,6,0.494645,0.493584
148,280,3,700,6,2.513211,2.508436
148,280,4,701,6,0.993130,0.992406
148,280,5,700,6,2.013601,2.010341
148,280,6,696,6,0.703922,0.703922
148,280,7,697,6,0.427237,0.425790
150,120,1,699,6,1.190947,1.191835
150,120,2,699,6,0.242137,0.241316
150,120,3,700,6,1.650807,1.647993
150,120,4,704,6,0.266038,0.266376
150,120,5,705,6,1.460705,1.458534
150,120,6,699,6,0.316922,0.315736
150,120,7,699,6,0.330109,0.329763
147,400,1,700,6,2.260159,2.256898
147,400,2,704,6,1.004745,1.002017
147,400,3,698,6,2.764494,2.763999
147,400,4,693,6,0.356133,0.354826
147,400,5,697,6,1.597700,1.595501
147,400,6,696,6,0.648825,0.648088
147,400,7,697,6,0.609170,0.608677
140,380,1,698,6,1.909835,1.910099
140,380,2,700,6,0.831993,0.830432
140,380,3,696,6,2.473915,2.473351
140,380,4,700,6,0.799024,0.799551
140,380,5,695,6,1.759871,1.757650
140,380,6,701,6,0.711891,0.712759
140,380,7,697,6,0.757493,0.757684
149,300,1,700,6,2.058832,2.058384
149,300,2,694,6,0.570119,0.569110
149,300,3,699,6,2.577435,2.576723
149,300,4,700,6,0.705154,0.703907
149,300,5,697,6,1.612450,1.609749
149,300,6,698,6,0.062497,0.062649
149,300,7,700,6,0.909619,0.908458
151,120,1,701,6,1.521498,1.519139
151,120,2,700,6,0.341151,0.341519
151,120,3,698,6,1.816503,1.813230
151,120,4,699,6,0.161444,0.161863
151,120,5,695,6,0.941260,0.940786
151,120,6,696,6,0.093379,0.093038
151,120,7,702,6,0.346704,0.346622
153,60,1,698,6,0.848907,0.848284
153,60,2,699,6,0.123270,0.123180
153,60,3,702,6,1.176467,1.175975
153,60,4,696,6,0.122444,0.122177
153,60,5,701,6,0.792814,0.791945
153,60,6,695,6,0.069268,0.069133
153,60,7,695,6,0.057751,0.057503
152,120,1,697,6,1.347251,1.345947
152,120,2,696,6,0.348511,0.347179
152,120,3,696,6,1.966578,1.963835
152,120,4,699,6,0.102272,0.101991
152,120,5,701,6,1.195847,1.193782
152,120,6,698,6,0.174790,0.174412
152,120,7,701,6,0.162340,0.162368
144,400,1,700,6,2.475279,2.472067
144,400,2,698,6,1.110394,1.106571
144,400,3,698,6,3.238471,3.233793
144,400,4,693,6,0.721468,0.718391
144,400,5,694,6,1.720265,1.719009
144,400,6,703,6,0.980817,0.980854
144,400,7,695,6,0.602501,0.599989
150,140,1,700,6,1.275567,1.275433
150,140,2,699,6,0.320638,0.319460
150,140,3,698,6,1.789853,1.785285
150,140,4,703,6,0.327474,0.327622
150,140,5,701,6,1.613236,1.611478
150,140,6,701,6,0.387851,0.386813
150,140,7,701,6,0.421897,0.421227
155,20,1,695,6,0.401168,0.401028
155,20,2,696,6,0.016755,0.016679
155,20,3,699,6,0.500327,0.499867
155,20,4,699,6,0.012452,0.012408
155,20,5,699,6,0.273313,0.272945
155,20,6,698,6,0.002561,0.002549
155,20,7,701,6,0.015612,0.015612
154,20,1,696,6,0.439288,0.438577
154,20,2,696,6,0.034029,0.033937
154,20,3,699,6,0.583137,0.583077
154,20,4,699,6,0.007212,0.007220
154,20,5,698,6,0.291909,0.291661
154,20,6,694,6,0.014661,0.014648
154,20,7,698,6,0.026504,0.026383
149,320,1,700,6,2.113623,2.113149
149,320,2,695,6,0.602929,0.600343
